Pagina|Topic|Contenido|Fecha_Modificacion
Soot|Soot modeling|" Soot mechanism is difficult to model mathematically because of the large number of primary components of diesel fuel, complex combustion mechanisms, and the heterogeneous interactions during soot formation.  Soot models are broadly categorized into three subgroups: empirical (equations that are adjusted to match experimental soot profiles), semi-empirical (combined mathematical equations and some empirical models which used for particle number density and soot volume and mass fraction), and detailed theoretical mechanisms (covers detailed chemical kinetics and physical models in all phases). First, empirical models use correlations of experimental data to predict trends in soot production. Empirical models are easy to implement and provide excellent correlations for a given set of operating conditions. However, empirical models cannot be used to investigate the underlying mechanisms of soot production. Therefore, these models are not flexible enough to handle changes in operating conditions. They are only useful for testing previously established designed experiments under specific conditions. Second, semi-empirical models solve rate equations that are calibrated using experimental data. Semi-empirical models reduce computational costs primarily by simplifying the chemistry in soot formation and oxidation. Semi-empirical models reduce the size of chemical mechanisms and use simpler molecules, such as acetylene as precursors. 
Detailed theoretical models use extensive chemical mechanisms containing hundreds of chemical reactions in order to predict concentrations of soot. Detailed theoretical soot models contain all the components present in the soot formation with a high level of detailed chemical and physical processes. Finally, comprehensive models (detailed models) are usually expensive and slow to compute, as they are much more complex than empirical or semi-empirical models. Thanks to recent technological progress in computation, it has become more feasible to use detailed theoretical models and obtain more realistic results; however, further advancement of comprehensive theoretical models is limited by the accuracy of modeling of formation mechanisms. Additionally, phenomenological models have found wide use recently. Phenomenological soot models, which may be categorized as semi-empirical models, correlate empirically observed phenomena in a way that is consistent with the fundamental theory, but is not directly derived from the theory. These models use sub-models developed to describe the different processes (or phenomena) observed during the combustion process. Examples of sub-models of phenomenological empirical models include spray model, lift-off model, heat release model, ignition delay model, etc. These sub-models can be empirically developed from observation or by using basic physical and chemical relations. Phenomenological models are accurate for their relative simplicity. They are useful, especially when the accuracy of the model parameters is low. Unlike empirical models, phenomenological models are flexible enough to produce reasonable results when multiple operating conditions change."|2023-08-28-11-07-14
Space debris|General|" Lists Categories Space debris (also known as space junk, space pollution,  space waste, space trash, space garbage, or cosmic debris ) are defunct human-made objects in space – principally in Earth orbit – which no longer serve a useful function. These include derelict spacecraft – nonfunctional spacecraft and abandoned launch vehicle stages – mission-related debris, and particularly numerous in Earth orbit, fragmentation debris from the breakup of derelict rocket bodies and spacecraft. In addition to derelict human-made objects left in orbit, other examples of space debris include fragments from their disintegration, erosion and collisions or even paint flecks, solidified liquids expelled from spacecraft, and unburned particles from solid rocket motors. Space debris represents a risk to spacecraft. Space debris is typically a negative externality – it creates an external cost on others from the initial action to launch or use a spacecraft in near-Earth orbit – a cost that is typically not taken into account nor fully accounted for in the cost   by the launcher or payload owner. Several spacecraft, both crewed and uncrewed, have been damaged or destroyed by space debris.
The measurement, mitigation, and potential removal of debris are conducted by some participants in the space industry. As of November 2022, the US Space Surveillance Network reported 25,857 artificial objects in orbit above the Earth,  including 5,465 operational satellites.  However, these are just the objects large enough to be tracked and in an orbit that makes tracking possible. Satellite debris that is in a Molniya orbit, such as the Kosmos Oko series, might be too high above the northern hemisphere to be tracked.  As of January 2019, more than 128 million pieces of debris smaller than 1 cm (0.4 in), about 900,000 pieces of debris 1–10 cm, and around 34,000 of pieces larger than 10 cm (3.9 in) were estimated to be in orbit around the Earth.  When the smallest objects of artificial space debris (paint flecks, solid rocket exhaust particles, etc.) are grouped with micrometeoroids, they are together sometimes referred to by space agencies as MMOD (Micrometeoroid and Orbital Debris). Collisions with debris have become a hazard to spacecraft; the smallest objects cause damage akin to sandblasting, especially to solar panels and optics like telescopes or star trackers that cannot easily be protected by a ballistic shield. Below 2,000 km (1,200 mi) Earth-altitude, pieces of debris are denser than meteoroids; most are dust from solid rocket motors, surface erosion debris like paint flakes, and frozen coolant from Soviet nuclear-powered satellites.    For comparison, the International Space Station orbits in the 300–400 kilometres (190–250 mi) range, while the two most recent large debris events – the 2007 Chinese antisat weapon test and the 2009 satellite collision – occurred at 800 to 900 kilometres (500 to 560 mi) altitude.  The ISS has Whipple shielding to resist damage from small MMOD; however, known debris with a collision chance over 1/10,000 are avoided by maneuvering the station."|2023-09-16-04-34-57
Space debris|History|" Space debris began to accumulate in Earth orbit immediately with the first launch of an artificial satellite Sputnik 1 into orbit in October 1957. But even before that humans might have produced ejecta that became space debris, as in the August 1957 Pascal B test.   Going back even earlier, there was natural ejecta from Earth in orbit. After the launch of Sputnik, the North American Aerospace Defense Command (NORAD) began compiling a database (the Space Object Catalog) of all known rocket launches and objects reaching orbit: satellites, protective shields and upper-stages of launch vehicles. NASA later published modified versions of the database in two-line element set,  and beginning in the early 1980s the CelesTrak bulletin board system re-published them. The trackers (NORAD) who fed the database were aware of other objects in orbit, many of which were the result of in-orbit explosions.  Some were deliberately caused during the 1960s anti-satellite weapon (ASAT) testing, and others were the result of rocket stages blowing up in orbit as leftover propellant expanded and ruptured their tanks. To improve tracking, NORAD employee John Gabbard kept a more detailed database of as many objects as he could identify. Studying the explosions, in March 1971, Gabbard developed a technique for predicting the orbital paths of their products, and Gabbard diagrams (or plots) are now widely used. These studies were used to improve the modeling of orbital evolution and decay. When the NORAD database became publicly available during the 1970s,[clarification needed] techniques developed for the asteroid-belt were applied to the study[by whom?] to the database of known artificial satellite Earth objects.[citation needed] In addition to approaches to debris reduction where time and natural gravitational/atmospheric effects help to clear space debris, or a variety of technological approaches that have been proposed (with most not implemented) to reduce space debris, a number of scholars have observed that institutional factors – political, legal, economic, and cultural ""rules of the game"" – are the greatest impediment to the cleanup of near-Earth space. By 2014, there was little commercial incentive to reduce space debris, since the cost of dealing with it is not assigned to the entity producing it, but rather falls on all users of the space environment, and rely on human society as a whole that benefits from space technologies and knowledge. A number of suggestions for improving institutions so as to increase the incentives to reduce space debris have been made. These include government mandates to create incentives, as well as companies coming to see economic benefit to reducing debris more aggressively than existing government standard practices. 
In 1979 NASA founded the Orbital Debris Program to research mitigation measures for space debris in Earth orbit."|2023-09-16-04-34-57
Space debris|Debris growth|" During the 1980s, NASA and other U.S. groups attempted to limit the growth of debris. One trial solution was implemented by McDonnell Douglas in 1981 for the Delta launch vehicle by having the booster move away from its payload and vent any propellant remaining in its tanks.  This eliminated one source for pressure buildup in the tanks which had previously caused them to explode and create additional orbital debris.  Other countries were slower to adopt this measure and, due especially to a number of launches by the Soviet Union, the problem grew throughout the decade. A new battery of studies followed as NASA, NORAD, and others attempted to better understand the orbital environment, with each adjusting the number of pieces of debris in the critical-mass zone upward. Although in 1981 (when Schefter's article was published) the number of objects was estimated at 5,000,  new detectors in the Ground-based Electro-Optical Deep Space Surveillance system found new objects. By the late 1990s, it was thought that most of the 28,000 launched objects had already decayed and about 8,500 remained in orbit.  By 2005 this was adjusted upward to 13,000 objects,  and a 2006 study increased the number to 19,000 as a result of an ASAT and a satellite collision.  In 2011, NASA said that 22,000 objects were being tracked. A 2006 NASA model suggested that if no new launches took place the environment would retain the then-known population until about 2055, when it would increase on its own.   Richard Crowther of Britain's Defence Evaluation and Research Agency said in 2002 that he believed the cascade would begin about 2015.  The National Academy of Sciences, summarizing the professional view, noted widespread agreement that two bands of LEO space – 900 to 1,000 km (620 mi) and 1,500 km (930 mi) – were already past critical density. In the 2009 European Air and Space Conference, University of Southampton researcher Hugh Lewis predicted that the threat from space debris would rise 50 percent in the next decade and quadruple in the next 50 years. As of 2009, more than 13,000 close calls were tracked weekly. A 2011 report by the U.S. National Research Council warned NASA that the amount of orbiting space debris was at a critical level. According to some computer models, the amount of space debris ""has reached a tipping point, with enough currently in orbit to continually collide and create even more debris, raising the risk of spacecraft failures."" The report called for international regulations limiting debris and research of disposal methods."|2023-09-16-04-34-57
Space debris|Size and numbers| As of January 2019 there were estimated to be over 128 million pieces of debris smaller than 1 cm (0.39 in), and approximately 900,000 pieces between 1 and 10 cm. The count of large debris (defined as 10 cm across or larger ) was 34,000 in 2019,  and at least 37,000 by June 2023.  The technical measurement cut-off[clarification needed] is c. 3 mm (0.12 in). As of 2020, there were 8,000 metric tons of debris in orbit, a figure that is expected to increase.|2023-09-16-04-34-57
Space debris|Low Earth orbit|" In the orbits nearest to Earth – less than 2,000 km (1,200 mi) orbital altitude, referred to as low-Earth orbit (LEO) – there have traditionally been few ""universal orbits"" that keep a number of spacecraft in particular rings (in contrast to GEO, a single orbit that is widely used by over 500 satellites). This is beginning to change in 2019, and several companies have begun to deploy the early phases of satellite internet constellations, which will have many universal orbits in LEO with 30 to 50 satellites per orbital plane and altitude. Traditionally, the most populated LEO orbits have been a number of sun-synchronous satellites that keep a constant angle between the Sun and the orbital plane, making Earth observation easier with consistent sun angle and lighting. Sun-synchronous orbits are polar, meaning they cross over the polar regions. LEO satellites orbit in many planes, typically up to 15 times a day, causing frequent approaches between objects. The density of satellites – both active and derelict – is much higher in LEO. Orbits are affected by gravitational perturbations (which in LEO include unevenness of the Earth's gravitational field due to variations in the density of the planet), and collisions can occur from any direction. The average impact speed of collisions in Low Earth Orbit is 10 km/s with maximums reaching above 14 km/s due to orbital eccentricity.  The 2009 satellite collision occurred at a closing speed of 11.7 km/s (26,000 mph),  creating over 2,000 large debris fragments.  These debris cross many other orbits and increase debris collision risk. It is theorized that a sufficiently large collision of spacecraft could potentially lead to a cascade effect, or even make some particular low Earth orbits effectively unusable for long term use by orbiting satellites, a phenomenon known as the Kessler syndrome.  The theoretical effect is projected to be a theoretical runaway chain reaction of collisions that could occur, exponentially increasing the number and density of space debris in low-Earth orbit, and has been hypothesized to ensue beyond some critical density. Crewed space missions are mostly at 400 km (250 mi) altitude and below, where air drag helps clear zones of fragments. The upper atmosphere is not a fixed density at any particular orbital altitude; it varies as a result of atmospheric tides and expands or contracts over longer time periods as a result of space weather.  These longer-term effects can increase drag at lower altitudes; the 1990s expansion was a factor in reduced debris density.  Another factor was fewer launches by Russia; the Soviet Union made most of their launches in the 1970s and 1980s."|2023-09-16-04-34-57
Space debris|Higher altitudes| At higher altitudes, where air drag is less significant, orbital decay takes longer. Slight atmospheric drag, lunar perturbations, Earth's gravity perturbations, solar wind and solar radiation pressure can gradually bring debris down to lower altitudes (where it decays), but at very high altitudes this may take centuries.  Although high-altitude orbits are less commonly used than LEO and the onset of the problem is slower, the numbers progress toward the critical threshold more quickly.[contradictory][page needed] Many communications satellites are in geostationary orbits (GEO), clustering over specific targets and sharing the same orbital path. Although velocities are low between GEO objects, when a satellite becomes derelict (such as Telstar 401) it assumes a geosynchronous orbit; its orbital inclination increases about .8° and its speed increases about 160 km/h (99 mph) per year. Impact velocity peaks at about 1.5 km/s (0.93 mi/s). Orbital perturbations cause longitude drift of the inoperable spacecraft and precession of the orbital plane. Close approaches (within 50 meters) are estimated at one per year.  The collision debris pose less short-term risk than from an LEO collision, but the satellite would likely become inoperable. Large objects, such as solar-power satellites, are especially vulnerable to collisions. Although the ITU now requires proof a satellite can be moved out of its orbital slot at the end of its lifespan, studies suggest this is insufficient.  Since GEO orbit is too distant to accurately measure objects under 1 m (3 ft 3 in), the nature of the problem is not well known.  Satellites could be moved to empty spots in GEO, requiring less maneuvering and making it easier to predict future motion.  Satellites or boosters in other orbits, especially stranded in geostationary transfer orbit, are an additional concern due to their typically high crossing velocity. Despite efforts to reduce risk, spacecraft collisions have occurred. The European Space Agency telecom satellite Olympus-1 was struck by a meteoroid on 11 August 1993 and eventually moved to a graveyard orbit.  On 29 March 2006, the Russian Express-AM11 communications satellite was struck by an unknown object and rendered inoperable;  its engineers had enough contact time with the satellite to send it into a graveyard orbit.|2023-09-16-04-34-57
Space debris|Dead spacecraft|" In 1958, the United States of America had launched Vanguard I into a medium Earth orbit (MEO). As of October 2009, it, the upper stage of Vanguard 1's launch rocket and associated piece of debris, are the oldest surviving artificial space objects still in orbit and are expected to be until after the year 2250.   As of May 2022, the Union of Concerned Scientists listed 5,465 operational satellites from a known population of 27,000 pieces of orbital debris tracked by NORAD. Occasionally satellites are left in orbit when they're no longer useful, many countries require that satellites go through passivation at the end of their life. The satellites are then either boosted into a higher, ""graveyard"" orbit or a lower, short-term orbit. Nonetheless, satellites that have been properly moved to a higher orbit have an eight-percent probability of puncture and coolant release over a 50-year period. The coolant freezes into droplets of solid sodium-potassium alloy, creating more debris. Despite the use of passivization, or prior to its standardization, many satellites and rocket bodies have exploded or broken apart on orbit. In February 2015, for example, the USAF Defense Meteorological Satellite Program Flight 13 (DMSP-F13) exploded on orbit, creating at least 149 debris objects, which were expected to remain in orbit for decades.  Later that same year, NOAA-16 which had been decommissioned after an anomaly in June 2014, broke apart on orbit into at least 275 pieces.  For older programs, such as the Soviet-era Meteor 2 and Kosmos satellites, design flaws resulted in numerous break-ups – at least 68 by 1994 – following decommissioning, resulting in more debris. In addition to the accidental creation of debris, some has been made intentionally through the deliberate destruction of satellites. This has been done as a test of anti-satellite or anti-ballistic missile technology, or to prevent a sensitive satellite from being examined by a foreign power.  The United States has conducted over 30 anti-satellite weapons tests (ASATs), the Soviet Union/Russia has performed at least 27, China has performed 10 and India has performed at least one.   The most recent ASATs were the Chinese interception of FY-1C, Russian trials of its PL-19 Nudol, the American interception of USA-193 and India's interception of an unstated live satellite."|2023-09-16-04-34-57
Space debris|Lost equipment| Space debris includes a glove lost by astronaut Ed White on the first American space-walk (EVA), a camera lost by Michael Collins near Gemini 10, a thermal blanket lost during STS-88, garbage bags jettisoned by Soviet cosmonauts during Mir's 15-year life,  a wrench, and a toothbrush.  Sunita Williams of STS-116 lost a camera during an EVA. During an STS-120 EVA to reinforce a torn solar panel, a pair of pliers was lost, and in an STS-126 EVA, Heidemarie Stefanyshyn-Piper lost a briefcase-sized tool bag.|2023-09-16-04-34-57
Space debris|Boosters| Rocket upper stages which end up in orbit are a significant source of space debris. In characterizing the problem of space debris, it was learned that much debris was due to rocket upper stages (e.g. the Inertial Upper Stage) which end up in orbit, and break up due to decomposition of unvented unburned fuel.  The first such instance involved the launch of the Transit-4a satellite in 1961. Two hours after insertion the Ablestar upper stage exploded. But even boosters that don't break apart can be a problem as a major known impact event involved an (intact) Ariane booster. Although NASA and the United States Air Force now require upper-stage passivation, other launchers – such as the Chinese and Russian space agencies – do not. Lower stages, like the Space Shuttle's solid rocket boosters or Apollo program's Saturn IB launch vehicles, do not reach orbit. Examples:|2023-09-16-04-34-57
Space debris|Weapons|" A past debris source was the testing of anti-satellite weapons (ASATs) by the U.S. and Soviet Union during the 1960s and 1970s. North American Aerospace Defense Command (NORAD) files only contained data for Soviet tests, and debris from U.S. tests were only identified later.  By the time the debris problem was understood, widespread ASAT testing had ended; the U.S. Program 437 was shut down in 1975. The U.S. restarted their ASAT programs in the 1980s with the Vought ASM-135 ASAT. A 1985 test destroyed a 1-tonne (2,200 lb) satellite orbiting at 525 km (326 mi), creating thousands of debris larger than 1 cm (0.39 in). Due to the altitude, atmospheric drag decayed the orbit of most debris within a decade. A de facto moratorium followed the test. China's government was condemned for the military implications and the amount of debris from the 2007 anti-satellite missile test,  the largest single space debris incident in history (creating over 2,300 pieces golf-ball size or larger, over 35,000 1 cm (0.4 in) or larger, and one million pieces 1 mm (0.04 in) or larger). The target satellite orbited between 850 km (530 mi) and 882 km (548 mi), the portion of near-Earth space most densely populated with satellites.  Since atmospheric drag is low at that altitude, the debris is slow to return to Earth, and in June 2007 NASA's Terra environmental spacecraft maneuvered to avoid impact from the debris.  Dr. Brian Weeden, U.S. Air Force officer and Secure World Foundation staff member, noted that the 2007 Chinese satellite explosion created an orbital debris of more than 3,000 separate objects that then required tracking. 
On 20 February 2008, the U.S. launched an SM-3 missile from the USS Lake Erie to destroy a defective U.S. spy satellite thought to be carrying 450 kg (1,000 lb) of toxic hydrazine propellant. The event occurred at about 250 km (155 mi), and the resulting debris has a perigee of 250 km (155 mi) or lower.  The missile was aimed to minimize the amount of debris, which (according to Pentagon Strategic Command chief Kevin Chilton) had decayed by early 2009. On 27 March 2019, Indian Prime Minister Narendra Modi announced that India shot down one of its own LEO satellites with a ground-based missile. He stated that the operation, part of Mission Shakti, would defend the country's interests in space. Afterwards, US Air Force Space Command announced they were tracking 270 new pieces of debris but expected the number to grow as data collection continues. On 15 November 2021, the Russian Defense Ministry destroyed Kosmos 1408  orbiting at around 450 km, creating ""more than 1,500 pieces of trackable debris and hundreds of thousands of pieces of un-trackable debris"" according to the US State Department. The vulnerability of satellites to debris and the possibility of attacking LEO satellites to create debris clouds has triggered speculation that it is possible for countries unable to make a precision attack.[clarification needed] An attack on a satellite of 10 t (22,000 lb) or more would heavily damage the LEO environment."|2023-09-16-04-34-57
Space debris|To spacecraft|" Space junk can be a hazard to active satellites and spacecraft. It has been theorized that Earth orbit could even become impassable if the risk of collision grows too high. [failed verification] However, since the risk to spacecraft increases with exposure to high debris densities, it is more accurate to say that LEO would be rendered unusable by orbiting craft. The threat to craft passing through LEO to reach a higher orbit would be much lower owing to the very short time span of the crossing. Although spacecraft are typically protected by Whipple shields, solar panels, which are exposed to the Sun, wear from low-mass impacts. Even small impacts can produce a cloud of plasma which is an electrical risk to the panels. Satellites are believed to have been destroyed by micrometeorites and (small) orbital debris (MMOD). The earliest suspected loss was of Kosmos 1275, which disappeared on 24 July 1981 (a month after launch). Kosmos contained no volatile fuel, therefore, there appeared to be nothing internal to the satellite which could have caused the destructive explosion which took place. However, the case has not been proven and another hypothesis forwarded is that the battery exploded. Tracking showed it broke up, into 300 new objects. Many impacts have been confirmed since. For example, on 24 July 1996, the French microsatellite Cerise was hit by fragments of an Ariane-1 H-10 upper-stage booster which exploded in November 1986.   On 29 March 2006, the Russian Ekspress AM11 communications satellite was struck by an unknown object and rendered inoperable.  On 13 October 2009, Terra suffered a single battery cell failure anomaly and a battery heater control anomaly which were subsequently considered likely the result of an MMOD strike.  On 12 March 2010, Aura lost power from one-half of one of its 11 solar panels and this was also attributed to an MMOD strike.  On 22 May 2013, GOES 13 was hit by an MMOD which caused it to lose track of the stars that it used to maintain an operational attitude. It took nearly a month for the spacecraft to return to operation. The first major satellite collision occurred on 10 February 2009. The 950 kg (2,090 lb) derelict satellite Kosmos 2251 and the operational 560 kg (1,230 lb) Iridium 33 collided, 500 mi (800 km)  over northern Siberia. The relative speed of impact was about 11.7 km/s (7.3 mi/s), or about 42,120 km/h (26,170 mph).  Both satellites were destroyed, creating thousands of pieces of new smaller debris, with legal and political liability issues unresolved even years later.    On 22 January 2013, BLITS (a Russian laser-ranging satellite) was struck by debris suspected to be from the 2007 Chinese anti-satellite missile test, changing both its orbit and rotation rate. Satellites sometimes[clarification needed] perform Collision Avoidance Maneuvers and satellite operators may monitor space debris as part of maneuver planning. For example, in January 2017, the European Space Agency made the decision to alter orbit of one of its three  Swarm mission spacecraft, based on data from the US Joint Space Operations Center, to lower the risk of collision from Cosmos-375, a derelict Russian satellite. Crewed flights are naturally particularly sensitive to the hazards that could be presented by space debris conjunctions in the orbital path of the spacecraft. Examples of occasional avoidance maneuvers, or longer-term space debris wear, have occurred in Space Shuttle missions, the MIR space station, and the International Space Station. From the early Space Shuttle missions, NASA used NORAD space monitoring capabilities to assess the Shuttle's orbital path for debris. In the 1980s, this used a large proportion of NORAD capacity.  The first collision-avoidance maneuver occurred during STS-48 in September 1991,  a seven-second thruster burn to avoid debris from the derelict satellite Kosmos 955.  Similar maneuvers were initiated on missions 53, 72 and 82. One of the earliest events to publicize the debris problem occurred on Space Shuttle Challenger's second flight, STS-7. A fleck of paint struck its front window, creating a pit over 1 mm (0.04 in) wide. On STS-59 in 1994, Endeavour's front window was pitted about half its depth. Minor debris impacts increased from 1998. Window chipping and minor damage to thermal protection system tiles (TPS) were already common by the 1990s. The Shuttle was later flown tail-first to take a greater proportion of the debris load on the engines and rear cargo bay, which are not used in orbit or during descent, and thus are less critical for post-launch operation. When flying attached to the ISS, the two connected spacecraft were flipped around so the better-armoured station shielded the orbiter. A NASA 2005 study concluded that debris accounted for approximately half of the overall risk to the Shuttle.   Executive-level decision to proceed was required if the catastrophic impact was likelier than 1 in 200. On a normal (low-orbit) mission to the ISS, the risk was approximately 1 in 300, but the Hubble telescope repair mission was flown at the higher orbital altitude of 560 km (350 mi) where the risk was initially calculated at a 1-in-185 (due in part to the 2009 satellite collision). A re-analysis with better debris numbers reduced the estimated risk to 1 in 221, and the mission went ahead. Debris incidents continued on later Shuttle missions. During STS-115 in 2006 a fragment of circuit board bored a small hole through the radiator panels in Atlantis's cargo bay.  On STS-118 in 2007 debris blew a bullet-like hole through Endeavour's radiator panel. Impact wear was notable on Mir, the Soviet space station since it remained in space for long periods with its original solar module panels. The ISS also uses Whipple shielding to protect its interior from minor debris.  However, exterior portions (notably its solar panels) cannot be protected easily. In 1989, the ISS panels were predicted to degrade approximately 0.23% in four years due to the ""sandblasting"" effect of impacts with small orbital debris.  An avoidance maneuver is typically performed for the ISS if ""there is a greater than one-in-10,000 chance of a debris strike"".  As of January 2014, there have been sixteen maneuvers in the fifteen years the ISS had been in orbit.  By 2019, over 1,400 meteoroid and orbital debris (MMOD) impacts had been recorded on the ISS. As another method to reduce the risk to humans on board, ISS operational management asked the crew to shelter in the Soyuz on three occasions due to late debris-proximity warnings. In addition to the sixteen thruster firings and three Soyuz-capsule shelter orders, one attempted maneuver was not completed due to not having the several days' warning necessary to upload the maneuver timeline to the station's computer.    A March 2009 event involved debris believed to be a 10 cm (3.9 in) piece of the Kosmos 1275 satellite.  In 2013, the ISS operations management did not make a maneuver to avoid any debris, after making a record four debris maneuvers the previous year. The Kessler syndrome,   proposed by NASA scientist Donald J. Kessler in 1978, is a theoretical scenario in which the density of objects in low Earth orbit (LEO) is high enough that collisions between objects could cause a cascade effect where each collision generates space debris that increases the likelihood of further collisions.  He further theorized that one implication, if this were to occur, is that the distribution of debris in orbit could render space activities and the use of satellites in specific orbital ranges economically impractical for many generations. The growth in the number of objects as a result of the late-1990s studies sparked debate in the space community on the nature of the problem and the earlier dire warnings. According to Kessler's 1991 derivation and 2001 updates,  the LEO environment in the 1,000 km (620 mi) altitude range should be cascading. However, only one major satellite collision incident occurred: the 2009 satellite collision between Iridium 33 and Cosmos 2251. The lack of obvious short-term cascading has led to speculation that the original estimates overstated the problem.  According to Kessler in 2010 however, a cascade may not be obvious until it is well advanced, which might take years."|2023-09-16-04-34-57
Space debris|On Earth| Although most debris burns up in the atmosphere, larger debris objects can reach the ground intact. According to NASA, an average of one cataloged piece of debris has fallen back to Earth each day for the past 50 years. Despite their size, there has been no significant property damage from the debris.  Burning up in the atmosphere may also contribute to atmospheric pollution.  Numerous small cylindrical tanks from space objects have been found, designed to hold fuel or gasses.|2023-09-16-04-34-57
Space debris|Tracking from the ground| Radar and optical detectors such as lidar are the main tools for tracking space debris. Although objects under 10 cm (4 in) have reduced orbital stability, debris as small as 1 cm can be tracked,   however determining orbits to allow re-acquisition is difficult. Most debris remain unobserved. The NASA Orbital Debris Observatory tracked space debris with a 3 m (10 ft) liquid mirror transit telescope.  FM Radio waves can detect debris, after reflecting off them onto a receiver.  Optical tracking may be a useful early-warning system on spacecraft. The U.S. Strategic Command keeps a catalog of known orbital objects, using ground-based radar and telescopes, and a space-based telescope (originally to distinguish from hostile missiles). The 2009 edition listed about 19,000 objects.  Other data come from the ESA Space Debris Telescope, TIRA,  the Goldstone, Haystack,  and EISCAT radars and the Cobra Dane phased array radar,  to be used in debris-environment models like the ESA Meteoroid and Space Debris Terrestrial Environment Reference (MASTER).|2023-09-16-04-34-57
Space debris|Measurement in space| Returned space hardware is a valuable source of information on the directional distribution and composition of the (sub-millimetre) debris flux. The LDEF satellite deployed by mission STS-41-C Challenger and retrieved by STS-32 Columbia spent 68 months in orbit to gather debris data. The EURECA satellite, deployed by STS-46 Atlantis in 1992 and retrieved by STS-57 Endeavour in 1993, was also used for debris study. The solar arrays of Hubble were returned by missions STS-61 Endeavour and STS-109 Columbia, and the impact craters studied by the ESA to validate its models. Materials returned from Mir were also studied, notably the Mir Environmental Effects Payload (which also tested materials intended for the ISS ).|2023-09-16-04-34-57
Space debris|Gabbard diagrams| A debris cloud resulting from a single event is studied with scatter plots known as Gabbard diagrams, where the perigee and apogee of fragments are plotted with respect to their orbital period. Gabbard diagrams of the early debris cloud prior to the effects of perturbations, if the data were available, are reconstructed. They often include data on newly observed, as yet uncatalogued fragments. Gabbard diagrams can provide important insights into the features of the fragmentation, the direction and point of impact.|2023-09-16-04-34-57
Space debris|Dealing with debris|" An average of about one tracked object per day has been dropping out of orbit for the past 50 years,  averaging almost three objects per day at solar maximum (due to the heating and expansion of the Earth's atmosphere), but one about every three days at solar minimum, usually five and a half years later.  In addition to natural atmospheric effects, corporations, academics and government agencies have proposed plans and technology to deal with space debris, but as of November 2014, most of these are theoretical, and there is no extant business plan for debris reduction. A number of scholars have also observed that institutional factors – political, legal, economic, and cultural ""rules of the game"" – are the greatest impediment to the cleanup of near-Earth space. There is little commercial incentive to act, since costs are not assigned to polluters, though a number of technological solutions have been suggested.  However, effects to date are limited. In the US, governmental bodies have been accused of backsliding on previous commitments to limit debris growth, ""let alone tackling the more complex issues of removing orbital debris.""  The different methods for removal of space debris have been evaluated by the Space Generation Advisory Council, including French astrophysicist Fatoumata Kébé."|2023-09-16-04-34-57
