Contenido,Cluster
"The third type is psychological that adversely effects a person's welfare; examples are distraction, annoyance, and complaint. The only feasible legal basis for a community's right to control noise is based on these adverse health and welfare effects. It is clearly easier to uphold the constitutionality of a noise ordinance in a court of law if it can be shown that it is based on health and welfare concerns. The following is a short list of recognized effects of noise that can be addressed as a reason for a noise ordinance.",1
"Excess non-Occupational noise exposure, hearing loss on both public and private property, speech interference on both public and private property, audio interference on both public and private property, and sleep interference on mostly private property.",1
"There are several fundamental issues that shape the legality, effectiveness and enforceability of any community noise regulation.",1
Any restriction on interstate motor carriers or railroads may NOT be for the purpose of noise control. States have police powers granted by the Constitution. They may also enact regulations that are no more strict than federal regulations. They may also preempt local ordinances. California and New Jersey have comprehensive noise codes that communities must meet. Many states required that local ordinances be no more strict than the state code whether such code exists or not.,1
One relatively common preemption is protection of shooting ranges from noise regulation or litigation and right to farm laws that protect agricultural areas from nuisance litigation by encroaching residential areas.,1
"In one state court case, the court declared that numerical sound levels were constitutional as not void for vagueness, as the term plainly audible provided it was associated with a reasonable distance. Two requirements for a noise ordinance provision is that: provide fair warning avoid the possibility of arbitrary enforcement",1
"In one Supreme Court case the court ruled that the specificity of the city ordinance regulating school verbal protests was not constitutionally vague, gave fair warning, and was not an invitation to arbitrary enforcement and so was not overbroad, despite the implied limitation on free speech.",1
Nuisance law applies to both community noise regulation as well as private suits brought to court to reduce noise impact.,1
"Care must be taken in writing a subjective noise provision so that it overcomes the objections listed above. Care must be taken when writing an objective noise provision to make sure that the sound levels are physically realizable. For example, requiring the maximum sound level of an automobile to be 40 dB(A) or the maximum sound level in a residential zone to be 30 dB(A) opens the provision to an enforceability challenge.",1
"Fixed sound sources must be treated differently than moving sources. In the former case, the listener is normally defined while for moving sources it is not. Historically, regulations were enforced by the subjective judgment of an enforcing officer. With the advent of sound measuring equipment, the judgment can be based on measured sound levels. Most comprehensive noise ordinances contain four types of provisions.Subjective Emission These regulations allow an official to decide if the output of a sound source is acceptable without recourse to sound measurements and without regard to the presence of a specific listener.",1
Regulations with plainly audible terms on public property as a criterion are examples. Subjective Immission These regulations allow an official to decide if the sound received by a listener is acceptable without recourse to sound measurements and without regard for the specific sound power generated by the source. Regulations with plainly audible or noise disturbance terms on private property as a criterion are examples. Objective Emission These regulations require an official to measure the output of a sound source to determine whether it is acceptable without regard to the presence of a specific listener.,1
Regulations with specific maximum sound output levels for motor vehicles are examples. Objective Immission These regulations require an official to measure the sound received by a listener to determine whether it is acceptable without regard to the specific sound power generated by the source. Regulations with maximum allowable sound levels on property lines are examples Independence Day,1
"Many communities have definitions that are local to them, such as those defining motor vehicles and sound levels and sound level measurements. Some that have been added to make noise enforcement more specific are listed here.",1
"Any device for the abatement of sound emission while permitting the transfer of gas. A muffler is considered to be in good working order if the sound reduction is equal to, or greater than, that of the original equipment.",1
"Any sound or vibration which: may disturb or annoy reasonable persons of normal sensitivities or; causes, or tends to cause, an adverse effect on the public health and welfare or; endangers or injures people or; endangers or injures personal or real property.This can also be defined as noise nuisance.",1
"Any location, exterior, or interior, to a building that regularly permits public entrance for entertainment purposes. For this purpose, “public” means citizens of all types, including but not limited to, children, and private or public employees.",1
"Any sound for which the information content is unambiguously communicated to the listener, such as, but not limited to, understandable speech, comprehension of whether a voice is raised or normal, repetitive bass sounds, or comprehension of musical rhythms, without the aid of any listening device.",1
"Any self-propelled airborne, water-borne, or land-borne, plane, vessel, or vehicle, which is not designed to carry persons, including, but not limited to, any model airplane, boat, car, or rocket.",1
"An imaginary line along the ground surface, and its vertical extension, which separates the real property owned by one person from that owned by another person, but not including intra-building real property divisions.",1
"Any device, instrument, mechanism, equipment or apparatus for the amplification of any sounds from any radio, phonograph, stereo, tape player, musical instrument, television, loudspeaker or other sound-making or sound-producing device or any device or apparatus for the reproduction or amplification of the human voice or other sound.",1
"The minimum ground or structure borne vibrational motion necessary to cause a person of normal sensitivity to be aware of the motion through contact, hearing, or through visual observation of moving things.",1
there are three levels of regulation for stationary sound sources. The most basic is the general one associated with noise disturbance. (See Noise Disturbance below.) It is a very broad subjective immission control that has evolved from earlier disturbance of the peace provisions. Subjectivity can lead to arbitrary enforcement. The next level of regulation is less broad; it is an objective immission control that uses specific levels of sound considered to be a noise disturbance. Arbitrary enforcement is reduced. (See Maximum Permissible Sound Levels below.),1
"In both cases, however, the person creating the sound may not be aware that his actions are in violation. The concept that a potential violator should have fair warning that his actions are in violation has led to provisions that address specific noise problems. The sections below list those that are found in community noise ordinances.",1
"This provision is a subjective immission control. An evaluation of the noise disturbance is made at the listener without a sound level meter. This provision is mostly applied in residential zones such as homes, apartments and condominiums. Albuquerque, NM (Article 9-9) requires that such units the maximum permissible sound levels (Se section below) and recommend that those units be placed away from other residential units or on roof tops to diminish impact.",1
"This provision is a subjective immission control. Most relate to barking dogs and put an upper time limit for continuous sound from them. New Jersey (Chapter 13:1G) considers a violation if the sound is continuous for more than 5 minutes or intermittent for more than 20 minutes. They also consider it a defense to violation if the animal is provoked to bark. Connecticut (Chapter 442)exempts animal sounds while Anchorage, AK (Chapter 15.70) requires that continual violations permit the animal to be taken and put out for adoption.",1
This provision contains only a curfew since most states protect shooting ranges from liability for noise disturbance. It can include a curfew requirement and a requirement for a public hearing if expansion of the range is desired. The provision may prohibit other weapons such as rocket propelled projectiles but may exempt unpowered weapons such as arrows. South Carolina (title 31 Chapter 18) requires that a sign stating SHOOTING RANGE-NOISE AREA be placed on all primary roads. Arizona (ARS 17-602) places a curfew from 10pm to 7 am.,1
"It also allows a tradeoff between the number of events and the maximum permitted sound level. New York (Chapter 150) also trades off overall levels with the duration of the sounds. Colorado (Article 25-12-109) declared that noise restrictions on shooting ranges is a detriment to public health, welfare, and morale.",1
"Boston, MA(Section 16–26.4) permits construction on weekdays between 7am and 6 pm. Madison, WI (Chapter 24.08) limits sound levels to 88 dB(A) at 50 Feet. Miami, FL (Section 36-6) considers the noise a noise disturbance if it occurs between 6pm and 8am during the week and any time on Sunday. Dallas, TX (Section 30-2 (9)) permits construction in residential zones from 7am to 7pm on weekdays, from 9am to 7pm on Saturdays and Holidays, and prohibits construction on Sundays. Albuquerque, New Mexico (Section 9-9-8) has a more complex control.",1
"Green Bay, WI (Subchapter II – 27.201) exempts snow removal tools.",1
"Hydraulic Fracturing operations generate site sound as well as vehicle sound and several different provisions are required to control it. Federal law regulates the levels of certain site machinery. A subjective immission control or an objective immission control can be applied to surrounding neighborhoods. See maximum Permissible Sound Levels. Motor vehicle sound is mostly off-site so vehicle noise regulations are applicable. See Motor Vehicles on a Public Right-of-way. The State of New York has announced a statewide ban on such operations. Buffalo, NY and Pittsburgh, PA have announced a ban. Colorado has numerous activities to stop fracking.",1
Utah(Section 76-9-108) restricts disruptive activity to beyond 200 feet.,1
"This provision is a subjective immission control with a curfew. Operations in commercial facilities can impact adjacent residential zones. Los Angeles, CA (Section 114.03) places a curfew on such operations between 10pm and 7am but only if the source is within 200 feet of a residence. Chicago, IL (Section 11-4-2830) permits night operations unless they create a noise disturbance. Hammond, IN (Section 6.2.6) prohibits noise disturbance between 7pm and 7am.",1
"This provision is an objective immission control. It requires the measurement of sound levels at or beyond a property line and its vertical extension. There are several methods for implementing such a provision: It may not permit any exceedence or may permit exceedence only for a percentage of the measurement period. It may require the measurement method to be instantaneous, such as dB(A) or time-averaged, such as Energy Equivalent Level (Leq). It may be a fixed level limit, such as 55 dB(A), or it may be a level relative to the ambient sound, such as 5 dB(A) above the ambient.",1
"It may require measurement of the frequency spectrum, such as one octave bands, or A-weighting, such as dB(A). It may define different maximum levels based on zoning criteria, such as residential, commercial, or industrial. It may define different maximum levels based on time-of-day or day-of-week, such as reduced maxima during night hours or on weekends. It may require reduction of maximum levels based on the character of the sound, such as intermittent or impulsive. It may exempt certain classes of sound sources, such as shooting ranges, farm equipment, emergency equipment, railroads, or licensed activities.Most",1
"Atlanta, GA () limits impulsive sound to 100 dB(C) at property lines, while most reduce the maximum level by 5 dB for pure tones and impulsive sounds.",1
"The third is exceeding the presumed ambient by 5 dB. Hammond, IN (Section 6.2.7) prohibits this activity as a noise disturbance at any time.",1
"This provision is an objective immission control. It regulates the site of the sound source while the Sound Reproduction Devices section regulates the devices that create the sound. It can regulate the sound levels received by involuntary listeners in the surrounding community as well as the sound levels received by voluntary listeners. If the latter aspect is incorporated, limiting internal sound levels often resolves community noise impact. Los Angeles (Article 2, Section 112.06)requires warning signs and limits noise exposure to 95 dB(A) at any position normally occupied. Seattle, WA {Section 25.08.501}",1
"considers the sound emitted to be in violation if the sound is plainly audible within a dwelling from 10 pm to 7am; the need for a sound level meter is avoided. Chicago, IL {Section 11-4-2805} limits received sound levels to 55 dB(A) inside a residential dwelling unit but if the ambient is greater, the limit is 65 dB(A). If outdoors, the limit is conversational level at 100 feet from the property line. If the building is set back 20 feet from the property line, the allowable level is 84 dB(A)! Both of Chicago's limits apply from 10 pm to 8 am.",1
"Salt Lake health Department, UT {Section 4.5.11.(vii)} sets the limit at 95 dB(A) at a position that would normally be occupied by a patron and 100 dB(A) at other positions. They also require a sign stating WARNING: SOUND LEVELS ON THIS PREMISE [sic] MAY CAUSE PERMANENT HEARING DAMAGE. HEARING PROTECTION IS AVAILABLE. Anchorage, AK (Section 15.70.060.B.12) sets maximum levels for any patron at 90 dB(A).",1
"exempts bells, carillons, and chimes from religious facilities.",1
"This provision is an emission control with a list of devices that are exempt. It can have a term that limits the time periods in which emergency alarms may be tested. It can have a term that limits the activation time of burglar or fire alarms. Chicago, IL (Section 11-4-2815) limits the time for tests to 4 minutes between 9am and 5pm. Oregon (Chapter 467) prohibits sound when an emergency vehicle is stationary.",1
"This provision is an emission control that limits the activation period of alarms and restricts activation to a specific time-of-day or day-of-week. Los Angeles, CA () prohibits the sounding if the signal can be heard at 200 feet or more. Chicago, IL (Section 11-4-2820) considers the sound to be a noise disturbance in residential areas if the sound exceeds 5 minutes in any hour; steam whistles are exempt. Albuquerque, NM (Section 9-9-12) restricts levels to 5 dB over the ambient at a property line and applies maximum permissible residential level as well as plainly audible restrictions at night.",1
"This provision is a subjective immission control with a curfew. Boston, MA (Section 16–2.2) prohibits street sales near schools or churches if there is a “disturbance of the peace”. Hammond, IN (Section 6.2.4) places a curfew between 6 pm and 9 am.",1
"The sound created by wind turbines is caused by the blade rotation similar to aircraft propellers. Because the rotation rate is low, the frequency is also low, but the large size of many can result in disturbing sound levels, particularly in high wind areas. Most local control is done by advantageous site planning. New Hampshire (Title LXIV, Section 674:63) sets a sound level limit of 55 dB when measured at the site property line, allowing for exceptional events, such as storms. Studies have declared that wind noise can have a negative effect on health.",1
"Stationary sources have fixed positions, so it is possible to define the listeners and therefore immission controls are appropriate. Motor vehicles are moving sources so it is not possible to define any specific listeners so emission controls are appropriate. There are exceptions to this distinction. Construction equipment, and some recreation vehicles, move within a bounded area and can be considered to be time varying fixed sources. Standing motor vehicles can radiate sufficient sound to create noise disturbance. These must be treated by specific provisions.",1
"This provision is an objective emission control. Unlike the Tampering provision, this is specific to motor vehicles. It requires that a vehicle muffler not create more sound than the original equipment which has been measured. It prohibits any modification or replacement that increases the sound emission beyond that of the original equipment. It prohibits the sale of mufflers that do not meet original equipment standards. Many states have requirements that a muffler shall be in good working order which is not specific enough. California (Section 27150.1))",1
requires that a retail seller that sells a product in violation of the muffler regulation must install a replacement muffler that meets the regulation and must reimburse the purchaser for the expense of replacement.,1
"This provision is both an objective emission control and a subjective immission control. Because they are moving sources, objective controls are appropriate for measurements on open waterways. Many motorboats operate in bounding areas, such as small lakes or canals, with adjacent residential areas. In this case, immission controls are appropriate. California (Section 654.05), Portland OR (Section 18.10.040), and Seattle, WA (Section 25.08.485) require immission measurements to be made at the shoreline. Many states require emission measurements to be made at 50 feet.",1
"This provision is a subjective emission control with only an operational time limit. Los Angeles, CA () requires silencing in 5 minutes. New York City, NY (Section 24.221(d)) requires automatic shut-off after 10 minutes and a prominent display of the local precinct number and telephone number. Boston, MA (Section 16–26.2) considers it a violation if the alarm is plainly audible at 200 feet and is on more than 5 minutes. Other states and communities have automatic shutoff times from 10 to 15 minutes. Some communities have banned such alarms.",1
"This provision is a subjective immission control. It is based on the noise disturbance from drag racing and tire squealing on public rights-of-way. Illinois (625 ILCS 5/11-505) prohibits such activities. Hammond, IN (Section 6.2.14) prohibits such activity if it creates a noise disturbance.",1
"This provision is both an objective emission control and a subjective immission control with a curfew. It can apply to both public and private properties. Since these vehicles can move in large open areas, an objective control, limiting maximum sound levels at a fixed distance, is appropriate. Since they also can move in bounded areas near residences, a subjective control is appropriate. Numerous states and cities have emission controls measured at 50 feet; the most common level is 82 dB(A), which is similar to that for motor vehicles on public rights-of-way. Colorado Springs, CO (Section 9.8.204.C)",1
"This provision is both an objective emission control and a subjective immission control with a curfew. It can apply to both public and private properties. Since these vehicles can move in large open areas, an objective control, limiting maximum sound levels at a fixed distance is appropriate. Since they also can move in bounded areas near residences, a subjective control is appropriate. Numerous states and communities have objective controls; the most common maximum level is 78 dB(A). Federal law (36 CFR 2.18)",1
"regulates snowmobiles on federal property at 78 dB(A), so states and communities are free to regulate snowmobile sound levels on their property. Lincoln NE (Section 8.24.110) limits levels to 78 dB(A). Maine (Section 13112, Chapter 937) exempts snowmobiles at sanctioned racing events. Illinois (625 ILCS 40 Sec. 4-4)does also.",1
"This provision is an objective emission control and a subjective control. It can place a maximum sound level at a specific distance for the loudest operation. It can set a curfew, or it can be based on noise disturbance in residential zones. Los Angeles, CA (Section 113.01) has a time limit that applies only within 200 feet of any residential building. Chicago, IL (Section 11-4-2900) considers any noise it a noise disturbance if the activity occurs between 8pm to 8am. Salt Lake City, UT (Section 4.5.6)",1
"This provision is a subjective immission control. It sets a time limit on engine activity. It can also place a curfew on any engine activity. e. In Salt Lake City, UT (Section 4.5.10(xi)) it is considered a noise disturbance if the operation lasts more than 15 minutes. Dallas, TX (Section 30–3.1) applies the code to vehicles over 14,000 GVWR; they must be more than 300 feet from a residential zone and there is a 10-minute maximum. They also provide a list of idling vehicles that are exempt from prosecution such as buses or active concrete trucks. Hammond, IN (Section 6.2.10)",1
"limits operation to 3 minutes in an hour for vehicles over 14,000 GVWR in either public or private property. It exempts buses and taxis. Massachusetts allows idling no more than 5 minutes. In the case of construction of new (or remodeled) apartments, condominiums, hospitals and hotels, many U.S. states and cities have stringent building codes with requirements of acoustical analysis, in order to protect building occupants from exterior noise sources and sound generated within the building itself.",1
"Since many of these sounds are inherently loud, the principle of regulation is to require the wall or ceiling assembly to meet certain performance standards (typically Sound Transmission Class of 50), which allows considerable attenuation of the sound level reaching occupants. The second type of interior sound is called Impact Insulation Class (IIC) transmission. This effect arises not from airborne transmission, but rather from transmission of sound through the building itself. The most common perception of IIC noise is from footfall of occupants in living spaces above.",1
"This type of noise is somewhat more difficult to abate, but consideration must be given to isolating the floor assembly above or hanging the lower ceiling on resilient channel. Commonly a performance standard of IIC equal to 50 is specified in building codes. California has generally led the U.S. in widespread application of building code requirements for sound transmission; accordingly, the level of protection for building occupants has increased markedly in the last several decades. The U.S. Occupational Safety and Health Administration has established maximum noise levels for occupational exposure, beyond which mitigation measures or personal protective equipment is required.",1
"The onset of puberty is characterized by increased levels of hypothalamic gonadotropin releasing hormone (GnRH). GnRH triggers the secretion of luteinizing hormone (LH) and follicle-stimulating hormone (FSH) from the anterior pituitary gland, which in turn causes the ovaries to respond and secrete estradiol. Increases in gonadal estrogen promote breast development, female fat distribution and skeletal growth. Adrenal androgen and gonadal androgen result in pubic and axillary hair. Peripheral precocious puberty caused by exogenous estrogens is evaluated by assessing decreased levels of gonadotrophins.Xenoestrogens",1
"The overall mechanism of action is binding of the exogenous compounds that mimic estrogen to the estrogen binding receptors and cause the determined action in the target organs. Xenoestrogens have been implicated in a variety of medical problems, and during the last 10 years many scientific studies have found hard evidence of adverse effects on human and animal health.There is a concern that xenoestrogens may act as false messengers and disrupt the process of reproduction. Xenoestrogens, like all estrogens, can increase growth of the endometrium, so treatments for endometriosis include avoidance of products which contain them.",1
"comparing fish from above a wastewater treatment plant and below a wastewater treatment plant, studies found disrupted ovarian and testicular histopathology, gonadal intersex, reduced gonad size, vitellogenin induction, and altered sex ratios.The sex ratios are female biased because xenoestrogens interrupt gonadal configuration causing complete or partial sex reversal. When comparing adjacent populations of white sucker fish, the exposed female fish can have up to five oocyte stages and asynchronously developing ovaries versus the unexposed female fish who usually have two oocyte stages and group-synchronously developing ovaries. Previously, this type of difference has only been found between tropical and temperate species.Sperm",1
"Furthermore, xenoestrogens expose fish to CYP1A inducers through inhibiting a putative labile protein and enhancing the Ah receptor, which has been linked to epizootics of cancer and the initiation of tumors.The induction of CYP1A has been established to be a good bioindicator for xenoestrogen exposure. In addition, xenoestrogens stimulate vitellogenin (Vtg), which acts as a nutrient reserve, and Zona readiata proteins (Zrp), which forms eggshells. Therefore, Vtg and Zrp are biomarkers to exposure for fish.Another potential effect of xenoestrogens is on oncogenes, specifically in relation to breast cancer.",1
"Some scientists doubt that xenoestrogens have any significant biological effect, in the concentrations found in the environment. However, there is substantial evidence in a variety of recent studies to indicate that xenoestrogens can increase breast cancer growth in tissue culture.It has been suggested that very low levels of a xenoestrogen, Bisphenol A, could affect fetal neural signalling more than higher levels, indicating that classical models where dose equals response may not be applicable in susceptible tissue.",1
"has been speculation that falling sperm counts in males may be due to increased estrogen exposure in utero. Sharpe in a 2005 review indicated that external estrogenic substances are too weak in their cumulative effects to alter male reproductive functioning, but indicates that the situation appears to be more complex as external chemicals may affect the internal testosterone-estrogen balance.",1
"Puberty is a complex developmental process defined as the transition from childhood to adolescence and adult reproductive function. The first sign of female puberty is an acceleration of growth followed by the development of a palpable breast bud (thelarche). The median age of thelarche is 9.8 years. Although the sequence may be reversed, androgen dependent changes such as growth of axillary and pubic hair, body odor and acne (adrenarche) usually appears 2 years later. Onset of menstruation (menarche) is a late event (median 12.8 years), occurring after the peak of growth has passed.Puberty",1
"is considered precocious (precocious puberty) if secondary sex characteristics occur before the age of 8 in girls and 9 years in boys. Increased growth is often the first change in precocious puberty, followed by breast development and growth of pubic hair. However, thelarche, adrenarche, and linear growth can occur simultaneously and although uncommon, menarche can be the first sign. Precocious puberty can be classified into central (gonadotropin-dependent) precocious puberty or peripheral (gonadotropin-independent) puberty. Peripheral precocious puberty has been linked to exposure to exogenous estrogenic compounds.",1
"Since 1979, pediatric endocrinologists in Puerto Rico recognized an increase in number of patients with premature thelarche. The presence of phthalates were measured in the blood of 41 girls experiencing early onset breast development and matched set of controls. The average age of girls with premature thelarche was 31 months. They found high phthalate levels in the girls suffering from premature thelarche compared to the controls.",1
"Not all cases of premature thelarche in the study sample contained elevated levels of phthalate esters and there was concern whether artificial contamination from vinyl lab equipment and tubing invalidated the results, hence weakening the link between exposure and causation.",1
Animal feed was contaminated with several thousand pounds of polybrominated biphenyl in Michigan in 1973 resulting in high exposures of PBB in the population via milk and other products from contaminated cows. Perinatal exposure of children was estimated by measuring PBB in serum of mothers some years after exposure. Girls that had been exposed to high PBB levels through lactation had an earlier age of menarche and pubic hair development than girls who had less perinatal exposure. The study noted there no differences found in the timing of breast development among the cases and controls.,1
"The Great Lakes have been polluted with industrial wastes (mainly PCBs and DDT) since the beginning of the 20th century. These compounds have accumulated in birds and sports fish. A study was designed to assess the impact of consumption of contaminated fish on pregnant women and their children. Concentrations of maternal serum PCB and DDE and their daughters' age at menarche were reviewed. In multivariate analysis, DDE but not PCB was linked with a lowered age of menarche. Limitations of the study included indirect measurement of the exposure and self reporting of menarche.",1
"Precocious puberty has numerous significant physical, psychological and social implications for a young girl. Unfortunately, premature pubertal growth spurt and accelerated bone maturation will result in premature closure of distal epiphysis which causes reduced adult height and short stature. In 1999, US Food and Drug Administration has recommended to not take estrogen in food of more than 3.24 ng per day for females. Precocious puberty has also been implicated in pediatric and adult obesity. Some studies have suggested precocious puberty places girls at a higher risk of breast cancer later in life.",1
"Other compounds, such as bisphenol Z, have been shown to have stronger estrogenic effects in rats.It has been suggested that biphenol A and other xenoestrogens might cause disease to humans and animals. BPA exposure is linked to dysfunctions in human systems including the immune, neuroendocrine, and excretory systems. The damage that results in these dysfunctions is via the mechanisms of enzyme interference, cellular oxidation, epigenetic changes, and the breaking of DNA strands.Bisphenol S (BPS), an analog of BPA, has also been shown to alter estrogenic activity.",1
"One study demonstrated that when cultured rat pituitary cells were exposed to low levels of BPS, it altered the estrogen-estradiol signaling pathway and led to the inappropriate release of prolactin.",1
"In vertebrates, DDT is unable to be broken down and remains within the organism. There is little risk of DDT causing an increase in health risk upon exposure in adulthood, but in key developmental periods prenatally and in adolescence, there has been evidence to suggest an increased risk of breast cancer.",1
"Dioxin, a group of highly toxic chemicals are released during combustion processes, pesticide manufacturing and chlorine bleaching of wood pulp. Dioxin is discharged into waterways from pulp and paper mills. Consumption of animals fats is thought to be the primary pathway for human exposure. The connection between dioxin and dioxin-like compound (DLC) exposure and human disease is one not well established. Bioassays performed in animals does not show a strong connection between the two.",1
"PBDEs are not chemically bound to the items they are attached to, and thus can leech into the environment.",1
"In children, exposure to phthalates has a marked difference when compared to adults, having been associated with disrupted reproductive hormone levels and thyroid function.",1
"""Our Stolen Future"" book about endocrine disruption How to avoid xenoestrogens S. Safe on lack of evidence for any effect",1
"In the UK, the public announcement of the pollen count was popularised by Dr. William Frankland, an immunologist. The National Pollen and Aerobiology Research Unit became the world's first pollen forecasting service in 1983. According to a study by Leonard Bielory, M.D. that was presented to the American College of Allergy, Asthma & Immunology in 2012, climate changes are expected to cause pollen counts to more than double by 2040.",1
"Aerobiology Palynology European Pollen Database, a freely available database of pollen frequencies in Europe Daily pollen reports in the US Daily pollen reports in the UK Daily and historical pollen counts US",1
"The integration of shallow oxidisation ponds of microalgae was demonstrated by Golueke & Oswald in the 1960s. The widespread global implementation of these systems can be largely credited to Prof George Lai Chan-Yu-Thim (02 March 1924 Mauritius-08 October 2016 Mauritius) from ZERI. Zero waste agriculture is now practiced in China (ecological farming), Columbia (integrated food & waste management systems) & Fiji (integrated farming systems), India (integrated biogas farming), South Africa (BEAT Coop & African Agroecological Biotechnology Initiative) and Mauritius.",1
"Agricultural technology a/k/a Agritech Integrated Multi-Trophic Aquaculture Miniwaste Ashok Pandey; Jonathan Wong; Kim Bolton; Mohammad Taherzadeh, eds. (July 18, 2019). Sustainable Resource Recovery and Zero Waste Approaches (Ebook). St. Louis, Missouri, USA: Elsevier Science. ISBN 978-0-444-64283-7. Gowhar Hamid Dar; Humaira Qadri; Khursheed Ahmad Wani; Mohammad Aneesul Mehmood; Rouf Ahmad Bhat, eds. (August 30, 2019). Innovative waste management technologies for sustainable development (Ebook). Practice, Progress and Proficiency in Sustainability (PPPS) Book Series. Hershey, Pennsylvania USA: IGI Global. ISBN 978-1-7998-0033-0.",1
"2022 UQ1 came to perihelion (closest approach to the Sun) on 27 July 2022 at a distance of 0.84 AU, between the orbits of Venus and Earth. The Earth encounter in October reduced the period of its heliocentric orbit from 1 year to about 241 days and reduced its perihelion to 0.52 AU, placing it in between the orbits of Mercury and Venus. 2010 KQ 2020 SO Lucy rocket booster trajectory (Tony Dunn) Closest Asteroid Flyby in 2022 Was Really Space Junk From NASA Mission cnet.com,",1
"Oct 20, 2022 Asteroid (NEO) 2022 UQ1 2022 UQ1 at NeoDyS-2, Near Earth Objects—Dynamic Site Ephemerides · Observation prediction · Orbital info · MOID · Proper elements · Observational info · Close approaches · Physical info · Orbit animation 2022 UQ1 at the JPL Small-Body Database",1
"6PPD is prepared by reductive amination of methyl isobutyl ketone (which has six carbon atoms, hence the '6' in the name) with phenyl phenylenediamine (PPD). This produces a racemic mixture. 6PPD is a common rubber antiozonant, with major application in vehicle tires. It is mobile within the rubber and slowly migrates to the surface via blooming. Here it forms a ""scavenger-protective film"", reacting with the ozone more quickly than the ozone can react with the rubber.",1
"2022 study also identified the toxic impact on species like brook trout and rainbow trout. The published lethal concentrations are: coho salmon: LC50 = 95 ng/L brook trout: LC50 = 0.59 μg/L rainbow trout: LC50 = 1.0 μg/LIt is not known why the ozone-oxidised 6PPD is toxic to coho salmon. The Nisqually and nonprofit Long Live the Kings are trying out a mobile stormwater filter at a bridge in the Ohop Valley. The Washington Department of Ecology, Washington State University and the US Tire Manufacturer's Association are working on regulation and education.6PPD",1
"The show is organised by the Hong Kong Tourism Board and is displayed every night with good weather at 8 pm Hong Kong Time (UTC+8). An orchestration of music, decoration lights, laser light displays, and pyrotechnic fireworks, the multimedia light and sound show lasts for around 10 minutes and was conceptualised, created, and installed by LaserVision.The best vantage points include the ""Avenue of Stars"" on the Tsim Sha Tsui waterfront, on the waterfront promenade outside the Golden Bauhinia Square in Wan Chai and on sightseeing ferries (i.e. Star Ferry) running across the Victoria Harbour.",1
"or above or a Red or Black Rainstorm Warning Signal is issued by the Hong Kong Observatory at or after 3 pm on any given day, the show is suspended for that evening, even if the warning is subsequently rescinded prior to the 8 pm start time. The show may also be suspended in emergencies without prior notice. The show is also suspended during days of mourning and the night of Earth Hour.",1
"A new version was revealed on 1 December 2017 with 40 locations involved. A central feature of the new show was ""coloured searchlights, lasers, and all-new beam lights"" sent out as a fan-shaped lighting effect from the sent out like a special fan-shaped lighting effect from the Central Government Offices and the Revenue Tower. Music continued to be broadcast nightly from the Tsim Sha Tsui waterfront, and the Golden Bauhinia Square.After",1
"six months of protests heightened security concerns, in December 2019, the Hong Kong Tourism Board said the New Year's Eve fireworks would be cancelled for the first time in a decade, to be replaced by a Symphony of Lights multimedia show at the stroke of midnight instead. Small-scale pyrotechnics were still to be released from nearby buildings. On December 31, 2019, an ""enhanced"" A Symphony of Lights occurred, with the Hong Kong Convention and Exhibition Centre's facade turning into a count-down clock for the new year. The light show commenced at exactly midnight, with lighting effects synchronised with pyrotechnics.The",1
"As of 2022, there are 39 participating buildings in the show, and two attractions. The show comprises five major themes, taking spectators on a unique journey celebrating the energy, spirit and diversity of Hong Kong: The first scene ""Awakening"" begins with flashes of laser lights that give life to a nucleus of light-energy which gradually illuminates participating buildings using an array of dancing lights and rainbow colour. This scene symbolises the genesis and powerful growth of Hong Kong.",1
"The second scene ""Energy"" is represented by the display of rising colour patterns and the sweeping of the lasers and searchlights energetically across the night sky, signifying the vibrant energy of Hong Kong. In the third scene ""Heritage"", traditional lucky red and gold colours are displayed across buildings on both sides of the Harbour, complemented by the introduction of music using Chinese musical instruments, symbolising Hong Kong's colourful heritage and rich cultural traditions. The fourth scene ""Partnership"" features a display of laser beams and sweeping searchlights scanning across the Harbour, representing an illuminated connection with the opposite side.",1
"Beams reach out to symbolically connect the two sides of the Harbour into one greater and unified partnership. The finale ""Celebration"" brings out a powerful rhythmic display of swirling, kaleidoscopic patterns of lights and beams dancing lively across the Harbour. The exciting final scene signifies the celebration of the close partnership between the two sides of the Harbour and represents an even brighter future for Asia's world city – Hong Kong. The show has been further expanded with the total number of participating buildings increased to 47 on both sides of Victoria Harbour in 2007.",1
"As of 2017, it has been reduced to 42. There are different types of lighting effects included in the show, such as laser, searchlights, LED lights, simple lighting and projection lighting, indicated with brackets below.",1
"Since 17 January 2004, by the Symphony of Lights in Hong Kong Island North Shore (including Wan Chai, Admiralty and Central ) walls of 18 buildings as a performance venue, after gradually extended to 20.",1
